I,NAME,COMPOSER,FITNESS,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD
6136,"Was muá gedenken ich (4-32), S. 45",,3.552582863568681,0.5592592592592592,0.0,-1.0,0.14583333333333334,0.0,0.0,-0.030303030303030304,0.0,-0.16111111111111112,0.44055888818263683,0.28448275862068967
6137,"Soldaten faát euch Mut (4-33), S. 46",,4.184846567214988,0.625,0.07142857142857142,-1.0,0.6666666666666666,0.0,0.0,-0.0,0.0,-0.14285714285714285,0.6242947632421317,0.3025434341223815
6138,"Rekruten sind lustige Brder (4-34), S. 47",,3.1049298241323164,0.6431216931216932,0.2777777777777778,-1.0,0.08333333333333333,0.058823529411764705,0.0,-0.046511627906976744,0.0,0.0,0.4872736719848401,0.3187091950249845
6139,"Rekrutenlied (4-35), S. 48",,3.788948159367812,0.5526315789473685,0.15789473684210525,-1.0,0.3625,0.10810810810810811,0.0,-0.03389830508474576,0.0,-0.07017543859649122,0.9559571909571909,0.5797884907322293
6140,"Vom edlen Jagen (4-36), S. 49",,3.8510706245735973,0.6644144144144144,0.21621621621621623,1.0,0.5443037974683544,0.06164383561643835,0.0,-0.010869565217391304,0.0,-0.15315315315315317,0.7392275065328145,0.5169622396201241
6141,"Lustiger Jgersknecht (4-37), S. 51",,4.391980221465474,0.5535714285714286,0.07142857142857142,-1.0,-0.5,0.037037037037037035,0.0,-0.0,0.0,-0.23214285714285715,0.8278725698578222,0.11314102564102563
6142,"Mach auf, o Schfer",,3.7800216285202377,0.5961538461538463,-0.07692307692307693,-1.0,0.265625,0.0,0.0,-0.0,0.0,-0.05128205128205128,0.49704248507913806,0.2070048309178744
6143,"Wollt ihr wissen, wie der Bauer (4-39), S. 53",,3.8652512304112374,0.6041666666666667,0.09375,1.0,0.38636363636363635,0.04838709677419355,0.0,-0.02040816326530612,0.0,-0.21875000000000003,0.682010927966062,0.5956889329237599
6144,"Scherenschleifer (4-40), S. 54",,2.9300751727594623,0.6166666666666667,0.3888888888888889,0.5,0.0,0.058823529411764705,0.0,-0.0,0.0,-0.2111111111111111,0.9309539700195986,0.6190558432627398
6145,"Der Kaminfeger (4-41), S. 56",,4.1435854797065215,0.7480392156862745,0.2647058823529412,0.5,1.0,0.06060606060606061,0.0,-0.0,0.0,-0.17745098039215687,0.8132145480261557,0.7301926785609361
6146,"Ein Schneiber ward geladen (4-42), S. 58",,3.4705939049059396,0.6431372549019608,0.14705882352941177,0.5,0.25,0.0,0.0,-0.0,0.0,-0.2862745098039216,0.8814924181573935,0.44325145442792496
6147,"Es wollt ein Leineweber wandern (4-43), S. 59",,4.103629996594591,0.5666666666666667,-0.2692307692307692,-1.0,0.35294117647058826,0.14,0.0,-0.0,0.0,-0.0858974358974359,0.7376562983200052,0.26876234999087517
6148,"Et kent e Kniebchen (4-44), S. 60",,4.806065432406537,0.6653846153846152,0.34615384615384615,-1.0,1.0,0.0,0.0,-0.04,0.0,-0.038461538461538464,0.9311239173436874,0.977249207370542
6149,"Ich ging mit Lust und Freud (4-45), S. 62",,2.9955256804435475,0.571062271062271,0.46153846153846156,0.5,0.3870967741935484,0.16,0.0,-0.0,0.0,-0.07564102564102564,0.7530160110185924,0.8302480600665717
6151,"Schtzelein, bist bs'?, S. 65",,3.7930251387383875,0.6083333333333333,0.3,-1.0,0.42592592592592593,0.10526315789473684,0.0,-0.03333333333333333,0.0,-0.175,0.7414099897548173,0.2857142857142857
6153,"Und aus ist's mit mir (4-49), S. 66",,4.082417662022584,0.8061624649859942,0.5882352941176471,1.0,0.75,0.06060606060606061,-0.03125,-0.03125,0.0,-0.06666666666666667,0.6916901249948959,0.6777691718634404
6156,"Wenn ich ein Waldvgelein wr (4-52), S. 70",,3.6687062947911677,0.46825396825396826,0.11904761904761904,-1.0,0.18181818181818182,0.012195121951219513,0.0,-0.0,0.0,-0.123015873015873,0.8574473499945198,0.6694136627074633
6157,"Am Sonntagmorgen in aller Frh (4-53), S. 71",,3.9706081679807768,0.6333333333333333,0.11538461538461539,-1.0,0.5125,0.0,-0.019230769230769232,-0.0,-0.07692307692307693,-0.01282051282051282,0.5195716158803947,0.18838652482269505
6158,"Ach, wie scheint der Mond so schn (4-54), S. 72",,3.5909413096721883,0.55,0.0,-1.0,0.0,0.1111111111111111,-0.0196078431372549,-0.0,0.0,-0.0988095238095238,0.6440432171018269,0.11040816326530611
6159,"Am Samstag wird der Schluá gemacht (4-55), S. 73",,4.0526697214331024,0.5651360544217687,0.17857142857142858,-1.0,0.21794871794871795,0.14814814814814814,-0.046875,-0.0,0.0,-0.12755102040816327,0.9394331758821896,0.9824453294918397
6160,"Tausendmal gedenk ich dein (4-56), S. 74",,3.8532894472043475,0.49687499999999996,0.0,-1.0,0.2,0.11290322580645161,-0.0425531914893617,-0.0,-0.25,-0.09791666666666667,0.8785771334608544,0.4997293186060836
6162,"Da droben auf jenem Berg (4-58), S. 76",,3.6537621557191877,0.6721611721611721,0.15384615384615385,1.0,0.3333333333333333,0.04,0.0,-0.01818181818181818,0.0,-0.08012820512820512,0.6650565152363155,0.42125273447550277
6163,"Nun adje, jetzt muá ich fort (4-59), S. 77",,3.818015210073683,0.6243386243386243,0.1111111111111111,-1.0,0.3275862068965517,0.029411764705882353,0.0,-0.0,-0.2222222222222222,-0.013888888888888888,0.7286477661199604,0.45814562257557156
6164,"Es fliegen zwei Schwlbelein (4-60), S. 78",,4.659796613444754,0.6638888888888889,-0.16666666666666666,-1.0,0.4444444444444444,0.058823529411764705,-0.030303030303030304,-0.0,0.0,-0.13703703703703704,0.8973495863382167,0.8789304891782344
6167,"Der Dornenwald ist grn (4-63), S. 81",,3.838261166031964,0.395995670995671,-0.13636363636363635,-1.0,0.3,0.14285714285714285,0.0,-0.0,0.0,-0.15616883116883118,0.786138201497365,0.2935480311363968
6169,"Ich habe mir eine erwhlet (4-65), S. 84",,3.8920919989661966,0.7654761904761905,0.35714285714285715,-1.0,0.7222222222222222,0.16666666666666666,0.0,-0.047619047619047616,0.0,-0.1630952380952381,0.5491961414361929,0.33170731707317075
6170,Ich wollte mal so gerne zu,,3.4913496067572782,0.5425,0.25,-1.0,0.3125,0.15789473684210525,-0.021739130434782608,-0.0,0.0,-0.0375,0.5094245346258959,0.9755806785387046
6171,"Ich bin ein arm verlassenes Mdchen (4-67), S. 86",,3.8780379018120223,0.7125,-0.041666666666666664,0.5,0.5,0.08695652173913043,-0.02857142857142857,-0.0,0.0,-0.0986111111111111,0.8625537634408602,0.7210914537610866
6172,"Der Freier auf dem Bengel (4-68), S. 87",,4.591364561705494,0.4740896358543418,-0.20588235294117646,-1.0,0.18181818181818182,0.030303030303030304,-0.011627906976744186,-0.03488372093023256,0.0,-0.2889355742296919,0.9367796635747059,0.9876505556834498
6173,"Schnstes Kind auf dieser Erde (4-69), S. 89",,3.446221843803113,0.5912698412698413,0.4444444444444444,-1.0,0.42105263157894735,0.08823529411764706,-0.02631578947368421,-0.0,0.0,-0.046296296296296294,0.6019418348830113,0.7920251888634242
6174,"Wenn ich schon kein Schatz mehr hab' (4-70), S. 90",,3.8015437502137623,0.5787878787878789,0.13636363636363635,-1.0,0.4473684210526316,0.07142857142857142,0.0,-0.041666666666666664,0.0,-0.2787878787878788,0.46181202555425394,0.2990869128433399
6175,"Wo ist denn das Mdchen (4-71), S. 91",,3.906469176295877,0.573076923076923,0.3076923076923077,-1.0,0.3333333333333333,0.02,0.0,-0.0,0.0,-0.05,0.8041035515618313,0.973647676016097
6176,"Vor meines Liebchens Tr (4-72), S. 92",,4.454394478649346,0.6284722222222222,0.20833333333333334,-1.0,0.56,0.0425531914893617,-0.045454545454545456,-0.0,0.0,-0.07291666666666667,0.9355713257451755,0.9628662433834307
6177,"Liebchen, ffne mir das Fenster (4-73)",,3.9942671360764628,0.6123188405797102,0.15217391304347827,-1.0,0.2222222222222222,0.011111111111111112,0.0,-0.02127659574468085,0.0,-0.1884057971014493,0.6366097199059788,0.9767189846770108
6178,"Wenn ich nur ein Mdchen wát (4-74), S. 94",,4.16275450492212,0.759375,0.375,0.5,1.0,0.04838709677419355,-0.016666666666666666,-0.0,0.0,-0.2,0.7868790780415253,0.8232208569881214
6179,"Und als ich an denselbigen Abend gedenk (4-75), S. 96",,4.12041376748356,0.5654761904761905,-0.16666666666666666,-1.0,-0.15,0.11764705882352941,-0.02040816326530612,-0.0,0.0,-0.2949735449735449,0.6476875367925322,0.8928487241328495
6180,"Lieber Nachbar (4-76), S. 97",,4.794012227540635,0.856,0.64,1.0,0.7391304347826086,0.1326530612244898,0.0,-0.03529411764705882,0.0,-0.2053333333333333,0.9631061541300057,0.9878012488721177
6181,"Sonntagsfreud (4-77), S. 98",,4.7752404301005855,0.4816849816849817,0.19230769230769232,-1.0,1.0,0.12,0.0,-0.0,0.0,-0.304029304029304,0.8210788477769609,0.9807549889170311
6182,"Il faut toujours lustig sein (4-78), S. 99",,4.3375377201422065,0.6124999999999999,-0.1875,-1.0,0.5,0.016129032258064516,0.0,-0.0,0.0,-0.15000000000000002,0.8956064238583143,0.508060328541957
6183,"Katharina und ihre Freier (4-79), S. 101",,3.379879673961393,0.5588235294117647,0.35294117647058826,-1.0,0.2638888888888889,0.0,0.0,-0.0,0.0,-0.011764705882352941,0.7795080700706835,0.38116434382170866
6184,"Den ich nicht gerne hab (4-80), S. 102",,3.7281942156411776,0.5878306878306878,0.05555555555555555,-1.0,0.25,0.058823529411764705,-0.022727272727272728,-0.022727272727272728,0.0,-0.17169312169312168,0.590864940504759,0.3032699948746162
6185,"Grn, ja grn (4-81), S. 104",,4.624389365517158,0.9791666666666666,0.5,-1.0,1.0,0.06382978723404255,0.0,-0.0,0.0,-0.3125,0.8618443732482302,0.46529188716369657
6186,"Was ntzt mich das Grasen (4-82), S. 105",,3.889581059261587,0.65,0.14,-1.0,0.375,0.04081632653061224,-0.016666666666666666,-0.0,0.0,-0.08333333333333331,0.8724950380041279,0.5729023477880718
6187,"Feierabend (4-83), S. 107",,3.88434605703627,0.6546875000000001,0.28125,-1.0,0.4090909090909091,0.031746031746031744,-0.014285714285714285,-0.014285714285714285,0.0,-0.21458333333333332,0.7738328504847571,0.6165760673018738
6188,"Das Mtzenlied (4-84), S. 108",,3.5746264496727944,0.49382716049382713,0.2037037037037037,-1.0,0.16666666666666666,0.009433962264150943,0.0,-0.0,0.0,-0.154320987654321,0.8626547141401181,0.38970541331428427
6189,"Der Baum (4-85), S. 110",,3.5888175185101865,0.5934782608695652,0.17391304347826086,-1.0,0.28125,0.13333333333333333,0.0,-0.0,0.0,-0.0318840579710145,0.5228592649180884,0.9665923115631125
6190,"Das Haus (4-86), S. 111",,4.000467116377077,0.6634615384615384,0.28846153846153844,-1.0,0.5327868852459017,0.0784313725490196,-0.07352941176470588,-0.029411764705882353,0.0,-0.24358974358974356,0.7793592352920711,0.5452214483277916
6191,"Zehenlied (4-87), S. 113",,3.9234157307018815,0.5454761904761904,0.05,-1.0,0.2777777777777778,0.05263157894736842,0.0,-0.02040816326530612,0.0,-0.17595238095238092,0.529713812500584,0.9767189846770108
6192,"Im Wirtshaus wird man hoch geehrt (4-89), S. 117",,3.9215931243947946,0.5846153846153845,0.11538461538461539,-1.0,0.32051282051282054,0.04,0.0,-0.0,0.0,-0.25000000000000006,0.6383635116302973,0.21651397697909325
6193,"Hansjockel (4-90), S. 118",,4.523372495625816,0.6272727272727273,0.045454545454545456,-1.0,0.75,0.047619047619047616,0.0,-0.05714285714285714,0.0,-0.24545454545454548,0.7634161347823587,0.3268401759530792
6194,"Madame, Madame (4-91), S. 119",,3.964816812063999,0.8020833333333333,0.4375,-1.0,0.6153846153846154,0.0,-0.043478260869565216,-0.0,0.0,-0.1395833333333333,0.6638704523559883,0.6379168167871634
6195,"Es saáen mal drei Weiber (4-92), S. 120",,4.019280765478588,0.5722222222222223,0.16666666666666666,-1.0,0.4375,0.06896551724137931,0.0,-0.0,0.0,-0.23333333333333334,0.8647420092156934,0.35288461538461535
6196,"Der Trinker und sein Weib (4-93), S. 121",,4.07521169866548,0.8186274509803921,0.6176470588235294,1.0,0.8676470588235294,0.030303030303030304,0.0,-0.0,0.0,-0.15196078431372548,0.5898236371471666,0.5598087388801674
6198,"Judenvesper (4-95), S. 126",,3.940694740873646,0.47368421052631576,0.05263157894736842,-1.0,0.3392857142857143,0.04054054054054054,0.0,-0.02857142857142857,0.0,-0.29824561403508776,0.4286449887873037,0.9654349041557051
6199,"Die Woche (4-96), S.128",,3.801285194675044,0.5392857142857143,0.0,-1.0,0.25675675675675674,0.2222222222222222,0.0,-0.06521739130434782,0.0,-0.2011904761904762,0.48489364923851597,0.9761634291214552
6200,"Grundwiller-Lied (4-97), S. 128",,3.5313243228468476,0.5777777777777777,0.1,-1.0,0.1,0.0,0.0,-0.09375,0.0,-0.1888888888888889,0.54376914973133,0.3728614935511487
6201,"Es hat ein Wirt ein Tchterlein (4-98), S. 130",,3.8949146230570046,0.375,-0.0625,-1.0,-0.25,0.07936507936507936,0.0,-0.0,0.0,-0.14583333333333334,0.7790768909636835,0.8618694781250671
6202,"Tanzweisen (4-99), S. 131",,4.069761419850562,0.5079365079365079,0.07142857142857142,-1.0,-0.4642857142857143,0.024390243902439025,-0.06153846153846154,-0.0,0.0,-0.09920634920634919,0.9118130052126615,0.37919980299812234
6203,"Bucheklopper (4-99), S. 132",,3.4397699135326483,0.6323529411764706,0.2647058823529412,0.5,0.42857142857142855,0.09090909090909091,0.0,-0.0,0.0,-0.2549019607843137,0.715193676175373,0.23563511991290503
6204,"Pltschert (4-99), S. 132",,3.9304090085298706,0.6764705882352942,0.4411764705882353,-1.0,0.6153846153846154,0.0,0.0,-0.058823529411764705,0.0,-0.14215686274509803,0.8430915189387503,0.4643416355974172
6205,"Papa, Mama, der Klppermann ist da (4-99), S. 133",,4.301777009444759,0.5735294117647058,0.08823529411764706,-1.0,0.35714285714285715,0.015151515151515152,-0.017857142857142856,-0.017857142857142856,0.0,-0.2656862745098039,0.6931070113756019,0.9799839782066673
6207,"Der Geiákopp (4-99), S. 134",,4.092013208193924,0.5476190476190477,0.10714285714285714,1.0,0.18627450980392157,0.01818181818181818,0.0,-0.0,-0.21428571428571427,-0.08333333333333333,0.7096618493551266,0.9761634291214552
6210,"Der Rwelmann (4-100), S. 136",,4.050770994393283,0.6948275862068967,0.29310344827586204,-1.0,0.4823529411764706,0.043859649122807015,0.0,-0.0,0.0,-0.24482758620689654,0.902515229488789,0.5632107487128998
6215,"Lazaruslied (5-7), S. 20",,3.6134713622291024,0.5833333333333333,0.0,1.0,0.0625,0.1,0.0,-0.0,0.0,-0.13541666666666666,0.49145682834537324,0.9407645338837289
6216,"Ein Kind geboren zu Bethlehem (5-8), S. 21",,3.6931520251778873,0.630952380952381,0.03571428571428571,-1.0,0.4,0.2037037037037037,0.0,-0.03125,0.0,-0.07142857142857142,0.5227843400368428,0.22384527782191854
6217,"Nun naht sich die heilige Neujahrszeit (5-9), S.23",,4.274856700622684,0.6626984126984127,0.19047619047619047,1.0,0.5384615384615384,0.10975609756097561,-0.015151515151515152,-0.015151515151515152,0.0,-0.16507936507936508,0.6944276633452333,0.9841189787722706
6218,"Das alte Jahr verflossen ist (5-10), S.24",,3.5963251706666526,0.6385057471264367,0.1724137931034483,0.5,0.34375,0.40350877192982454,-0.00847457627118644,-0.03389830508474576,0.0,-0.21149425287356322,0.9106392977063115,0.8184680127780328
6219,"Maria wollte wandern (5-685), S. 26",,4.2739363362755585,0.5111111111111111,0.03333333333333333,-1.0,-0.34615384615384615,0.0,0.0,-0.0,0.0,-0.1,0.8823301496985708,0.9676745626453636
6220,"Maria ging geschwind (5-12), S. 28",,3.83510385136433,0.5470588235294118,0.14705882352941177,-1.0,0.2391304347826087,0.09090909090909091,0.0,-0.07017543859649122,0.0,-0.023529411764705882,0.988534107402032,0.7046435497275833
6223,"Es gingen drei Engelein (5-15), S. 32",,3.692549803895072,0.6092592592592593,0.0,1.0,0.3,0.11764705882352941,0.0,-0.037037037037037035,0.0,-0.12407407407407407,0.44888750380054726,0.7909389885476841
6224,"Hret, was ich euch erklr (5-17), S. 36",,3.939920009679298,0.614102564102564,-0.038461538461538464,-1.0,0.453125,0.12,0.0,-0.0,0.0,-0.03076923076923077,0.4478809978072599,0.9755806785387046
6225,"Kommt, hrt ihr Leut (5-18), S. 37",,4.015168669298815,0.5625,0.09375,-1.0,0.38333333333333336,0.04838709677419355,0.0,-0.0,0.0,-0.03125,0.7187983383155797,0.9614240944240944
6227,"Ich weiá ein' schner Garte (5-20), S. 39",,3.6360977975981577,0.4878787878787879,-0.22727272727272727,-1.0,0.0,0.21428571428571427,0.0,-0.058823529411764705,0.0,-0.06666666666666667,0.5420672380085617,0.9676745626453636
6228,"Der himmlische Jger (5-21), S. 40",,3.8577203589345266,0.5776556776556776,0.19230769230769232,-1.0,0.26,0.08,0.0,-0.03225806451612903,-0.23076923076923078,-0.1205128205128205,0.8209352281932183,0.5878970295951428
6230,"Wer sich des Maien freue (5-23), S. 42",,3.1664209821570353,0.5805555555555556,0.5416666666666666,-1.0,0.3695652173913043,0.08695652173913043,0.0,-0.04,0.0,0.0,0.6513173480924902,0.5702727161901484
6231,"Knig Balthasar (5-24), S. 43",,3.7349069989292625,0.6154320987654321,0.3888888888888889,-1.0,0.4791666666666667,0.08490566037735849,-0.037037037037037035,-0.037037037037037035,0.0,-0.046296296296296294,0.837423348359391,0.6563090640336494
6232,"Gute Meinung (5-25), S. 44",,4.287317808323018,0.6351190476190476,0.6875,-1.0,0.30952380952380953,0.03225806451612903,0.0,-0.0,0.0,-0.21815476190476182,0.9795897242995917,0.9896885294919363
6233,"Ich verlang ein' Braut zu werden (5-26), S. 45",,3.086421281487403,0.6333333333333333,0.38235294117647056,0.5,0.43,0.10606060606060606,0.0,-0.0,0.0,-0.04411764705882353,0.9594130340439913,0.5079708142883315
6234,"Es scheint die Sonn' am Himmel (4-27), S. 46",,3.920411149355115,0.4222222222222222,-0.13333333333333333,-1.0,0.203125,0.1206896551724138,0.0,-0.0,0.0,-0.16666666666666666,0.9923076923076923,0.6234458899976141
6237,"Auf, auf, ihr Hirten, laát das Feld (5-31), S. 51f",,4.105133640169011,0.5734848484848485,0.06818181818181818,1.0,0.30327868852459017,0.05172413793103448,0.0,-0.045454545454545456,0.0,-0.04545454545454545,0.7963978229207895,0.960969145442544
6240,"Brich, frohe Morgenrte, an (5-33), S. 55",,3.6361933868194702,0.6323529411764706,0.3235294117647059,1.0,0.4435483870967742,0.13636363636363635,0.0,-0.07792207792207792,0.0,-0.12549019607843137,0.8110985166853947,0.5056743159886635
6241,"Da Jesus hing am Kreuz verwund't (5-34), S. 58f",,4.08900607849842,0.47916666666666663,-0.25,-1.0,0.21794871794871795,0.1282051282051282,-0.020833333333333332,-0.0625,0.0,-0.05,0.659513281384288,0.977249207370542
6242,"Der goldene Rosenkranz (5-35), S. 60",,4.043961713228791,0.7142857142857143,0.4642857142857143,-1.0,0.5645161290322581,0.05555555555555555,0.0,-0.05714285714285714,0.0,-0.03571428571428571,0.7234552354666206,0.968688761428325
6243,"Echo, du der Felsen Leben (5-36), S. 61",,3.718635948705637,0.7201058201058201,0.5555555555555556,1.0,0.47058823529411764,0.5294117647058824,0.0,-0.0,0.0,-0.14682539682539683,0.802984201012625,0.5931649752062395
6244,"Erfreut euch, liebe Seelen (5-37), S. 62",,3.8415180072117487,0.5408333333333333,0.05,1.0,0.06666666666666667,0.0641025641025641,0.0,-0.024390243902439025,0.0,-0.030000000000000006,0.968964368964369,0.8247659584475041
6246,"Heiliger Mann, Hubertus (5-39), S. 66",,3.7675438040499873,0.5925287356321838,0.22413793103448276,1.0,0.4861111111111111,0.13157894736842105,0.0,-0.04225352112676056,0.0,0.0,0.8538238177696893,0.648543496813146
6247,"Ihr Felsen seufzt, ihr Marmorstein (5-40), S. 67",,3.888307468791452,0.575268817204301,0.14516129032258066,-1.0,0.425,0.11475409836065574,0.0,-0.09090909090909091,0.0,-0.11290322580645161,0.8220294086444049,0.6221123149104404
6249,"Im Stalle liegt ein schwaches Kind (5-42), S. 70",,3.649475381125636,0.4826923076923077,0.09615384615384616,-1.0,0.2222222222222222,0.09803921568627451,0.0,-0.0,0.0,-0.009615384615384616,0.8004905833867826,0.8286479450490596
6250,"In was, mein Volk (5-43), S. 71f",,4.036834799824114,0.6416666666666667,0.15,-1.0,0.46,0.14102564102564102,0.0,-0.09836065573770492,0.0,-0.041666666666666664,0.8549390718174747,0.26877262003875707
6251,"Kommt herab, ihr Himmelsgeister (5-72), S. 72f",,4.2600323569882095,0.7125000000000001,0.5714285714285714,-1.0,0.753731343283582,0.2,0.0,-0.0,0.0,-0.16964285714285715,0.9441891804842895,0.8085404046489085
6252,"Laá' beten, o Christengemeinde (5-45), S. 76",,4.080632567211515,0.6166666666666666,0.025,1.0,0.2777777777777778,0.08974358974358974,0.0,-0.0,0.0,0.0,0.8279983222088486,0.9729333903018114
6253,"Laá' mein Jogli, laá dir sagen (5-46), S. 77",,4.919662364010256,0.5238095238095237,-0.07142857142857142,-1.0,0.625,0.018518518518518517,0.0,-0.0,0.0,-0.2857142857142857,0.9530799461320143,0.9791485554443794
6254,"Laát uns frhlich singen (5-47), S. 78",,3.7995793238007387,0.5711111111111111,0.0,-1.0,0.5,0.13793103448275862,0.0,-0.15217391304347827,0.0,-0.035555555555555556,0.6592344234828637,0.4805646449095116
6255,"O heilige Zeit (5-48), S. 79f",,3.984374428738689,0.6266666666666668,0.16,1.0,0.3263888888888889,0.08163265306122448,0.0,-0.0,0.0,-0.16333333333333336,0.9462318813949144,0.6633863115161087
6256,"Still, still, still (5-49), S. 81",,4.039949424428697,0.4722222222222222,-0.3333333333333333,-1.0,0.2,0.14285714285714285,0.0,-0.0,-0.1111111111111111,-0.018518518518518517,0.9015985946420729,0.6460227874585812
6257,"Snder, schweig und lerne leiden (5-50), S. 82f",,4.424544205061373,0.6433333333333333,0.16,1.0,0.3968253968253968,0.04081632653061224,0.0,-0.041666666666666664,-0.04,-0.15133333333333335,0.863073936105635,0.9891278653276206
6258,"Treues Kreuz von edler Wrde (5-51), S. 85f",,3.8819378816694905,0.5166666666666666,-0.125,1.0,0.18181818181818182,0.20967741935483872,0.0,-0.023809523809523808,0.0,-0.059375,0.6972953730465067,0.9876505556834498
6259,"Was Angst, was Furcht, was Schrecken (5-52), S. 86",,4.044820265327232,0.3346153846153846,-0.34615384615384615,1.0,-0.375,0.12,0.0,-0.0,0.0,-0.0641025641025641,0.5744112707270602,0.9705371997283763
6261,"Wie unser lieber Heiland (5-54), S. 90",,3.7592835065184094,0.5763392857142857,0.15625,-1.0,0.3194444444444444,0.08064516129032258,0.0,-0.015384615384615385,0.0,-0.07708333333333332,0.5251786291371829,0.98274835979487
6262,"Wo ist Jesus meine Liebe (5-55), S. 92",,3.828736932921074,0.6347222222222222,0.20833333333333334,0.5,0.4,0.056338028169014086,0.0,-0.0,0.0,-0.14166666666666666,0.9409136160207495,0.9761057895137828
6263,"Ach Mller/Mller als Mrder (5-56), S. 94",,3.635314781519015,0.6125,0.3125,-1.0,0.3541666666666667,0.06666666666666667,0.0,-0.0,0.0,-0.05625,0.5394014680971202,0.9521633134218946
6264,"Ach Mutter, herzliebste Mutter (5-57), S. 95",,4.283321673820665,0.40277777777777773,-0.125,-1.0,-0.13157894736842105,0.0,0.0,-0.0,0.0,-0.17361111111111108,0.973104630192813,0.977249207370542
6265,"Am Samstag ist die Woche aus (5-58), S. 97",,4.391003800283986,0.6666666666666666,0.11764705882352941,1.0,0.3875,0.06060606060606061,0.0,-0.0,0.0,-0.058823529411764705,0.9833333333333334,0.9729333903018114
6266,"Der Jger in dem grnen Wald (5-59), S. 98",,3.7847424230402456,0.5733333333333334,-0.03333333333333333,-1.0,0.27906976744186046,0.0,0.0,-0.0,0.0,-0.14333333333333334,0.7078649027099955,0.4521922471116107
6267,"Die Ktt, die Lies, die Mau / Nachtgesang (5-60), S. 99",,4.2065304273101995,0.6424242424242425,0.18181818181818182,-1.0,0.3333333333333333,0.09523809523809523,0.0,-0.11627906976744186,0.0,-0.3090909090909091,0.6074904663158837,0.9749686834346655
6268,"Drei Wochen vor Ostern (5-61), S. 100f",,4.067174863524792,0.5931372549019608,0.29411764705882354,-1.0,0.2608695652173913,0.10606060606060606,0.0,-0.0,0.0,-0.3235294117647059,0.9863636363636363,0.8034532483965269
6270,"Ein Fhnrich zog zum Kriege (5-63), S. 103",,3.9939520167793416,0.5257575757575758,0.045454545454545456,-1.0,0.3064516129032258,0.023809523809523808,-0.05555555555555555,-0.0,0.0,-0.24393939393939396,0.4628231864593344,0.968688761428325
6271,"Ein Jngling wollte wandern (5.64), S. 105",,4.1934173615207,0.6692307692307692,0.5384615384615384,-1.0,0.5625,0.04,0.0,-0.04878048780487805,0.0,-0.08974358974358973,0.8510533002638268,0.973647676016097
6272,"Ein Mdchen ging am Ufer (5-65), S. 106",,4.414047743476155,0.7107843137254902,0.3235294117647059,-1.0,0.5178571428571429,0.07575757575757576,0.0,-0.07272727272727272,0.0,-0.16666666666666666,1.0,0.8452993350218655
6273,"Es blast ein Hirt (5-66), S. 107",,3.771137425792598,0.6666666666666666,0.14285714285714285,-1.0,0.4642857142857143,0.0,0.0,-0.0,0.0,-0.14285714285714285,0.3841589126071885,0.7560261322330287
6274,"Es fahrt ein Schfer in jenem Tal (5-67), S. 109",,3.770554301714358,0.5541125541125541,0.18181818181818182,-1.0,0.34,0.07142857142857142,0.0,-0.06382978723404255,0.0,-0.050865800865800864,0.5382739280717036,0.9767189846770108
6275,"Es fliegen zwei Schwlbelein (5-68), S. 111",,4.169207311890773,0.5485507246376812,-0.06521739130434782,-1.0,0.2777777777777778,0.15555555555555556,-0.02631578947368421,-0.039473684210526314,0.0,-0.0572463768115942,0.8251131511600353,0.9850679720706822
6276,"Es ging ein Jger auf's Jagen (5-69), S. 112",,2.922435593168515,0.43703703703703706,-0.05555555555555555,0.5,-0.05,0.20588235294117646,-0.02857142857142857,-0.02857142857142857,0.0,-0.26481481481481484,0.6874603243056753,0.5763073572537519
6277,"Es ging einmal ein verliebtes Paar (5-70), S. 114",,3.553209223572127,0.4090909090909091,-0.18181818181818182,-1.0,0.125,0.11904761904761904,0.0,-0.0,0.0,-0.14393939393939392,0.49090298142717503,0.17849462365591398
6278,"Es reiten drei Reiter zum Tore hinaus (5-71), S. 116",,4.284307285360084,0.64,0.18,0.5,0.6,0.030612244897959183,0.0,-0.0,0.0,-0.29333333333333333,0.9804675716440423,0.9811186252806674
6279,"Es stehen drei Sterne am Himmel (5-72), S. 117",,3.7554275185362145,0.673611111111111,0.20833333333333334,-1.0,0.4230769230769231,0.043478260869565216,-0.03333333333333333,-0.03333333333333333,0.0,-0.11805555555555554,0.4486835080628184,0.22285465173396207
6280,"Es verliebt sich einst ein Jngling (5-73), S. 118",,4.22886895594202,0.7058823529411765,0.47058823529411764,1.0,0.5,0.12121212121212122,-0.03389830508474576,-0.0,0.0,-0.19607843137254902,0.9026787667531769,0.9821314562966107
6281,"Es war einmal eine Jdin (5-74), S. 119",,3.4732921645248247,0.7185185185185184,0.3888888888888889,0.5,0.45,0.11764705882352941,-0.02857142857142857,-0.05714285714285714,0.0,-0.28703703703703703,0.4719659594042896,0.9665923115631125
6282,"Es war einmal eine Mllerin (5-75), S. 121",,3.966411715907174,0.5230769230769231,-0.038461538461538464,-1.0,0.18421052631578946,0.02,0.0,-0.0,0.0,-0.13076923076923078,0.7778854703323864,0.8320080269513056
