I,NAME,COMPOSER,FITNESS,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,,,,,,,,,,,,,,
6515,"Ich muá haben einen Mann (28), S. 109",,1.29304147,0.479166667,0.083333333,-1,0.65,0.021276596,0,-0.021276596,0,-0.101388889,0.768637086,0.413293273,,,,,,,,,,,,,,
6516,"Die Brombeeren (29a),",,1.89292947,0.626470588,0.147058824,-1,0.358490566,0.166666667,0,0,0,-0.144117647,1,0.738360472,,,,,,,,,,,,,,
6517,"Die Brombeeren (29a),",,0.554785235,0.488961039,0.136363636,-1,0.25,0,0,0,0,-0.228571429,0.761308048,0.146723939,,,,,,,,,,,,,,
6518,"Die Brombeeren (29b), S. 112",,1.174406972,0.529411765,0.058823529,-1,0.085106383,0.090909091,0,-0.027027027,-0.176470588,-0.144957983,0.997101449,0.761510353,,,,,,,,,,,,,,
6519,"Lachen und Weinen (30), S. 114",,0.213584031,0.368253968,-0.333333333,-1,0,0.073170732,-0.041666667,-0.03125,0,-0.203968254,0.874476821,0.507900764,,,,,,,,,,,,,,
6520,"Der junge Husare (31), S. 115f",,0.17011269,0.083473389,-0.264705882,-1,-0.5,0.121212121,0,-0.054794521,0,-0.173109244,0.982522226,0.9755146,,,,,,,,,,,,,,
6521,"Der Zimmergeselle (32), S. 117",,0.633239381,0.664814815,0.055555556,-1,-0.0625,0.088235294,0,0,0,-0.155555556,0.800497729,0.242191543,,,,,,,,,,,,,,
6522,"Der Faábinder (33), S. 118f",,1.478585801,0.595238095,-0.014285714,-1,0.25,0.065217391,0,0,0,-0.204761905,0.974086401,0.813091533,,,,,,,,,,,,,,
6523,"Es sollt sich ein Jger ausjagen (34a), S. 120",,1.439609029,0.578205128,0.038461538,-1,0.571428571,0.08,0,-0.037037037,0,-0.166666667,0.883946672,0.491270822,,,,,,,,,,,,,,
6524,"Der bestrafte Fhnrich (35a), S. 122f",,1.212326077,0.696428571,0.285714286,-1,0.5,0.055555556,0,0,0,-0.227380952,0.603665187,0.298343429,,,,,,,,,,,,,,
6525,"Der bestrafte Fhnrich (35b), S. 122f",,-0.086330404,0.553571429,-0.409090909,-1,0.108695652,0.095238095,-0.018181818,0,0,-0.222943723,0.626122213,0.180258657,,,,,,,,,,,,,,
6526,"Edeldame und Bettelmann (36a), S. 124",,0.696178309,0.549019608,-0.029411765,-1,0.294117647,0.03030303,-0.02173913,0,0,-0.191176471,0.779388857,0.285676533,,,,,,,,,,,,,,
6527,"Mgdelein und Bettelmann (36b), S. 125",,1.340891414,0.642156863,0.264705882,-1,0.454545455,0.045454545,-0.019230769,0,0,-0.171568627,0.846844717,0.277983349,,,,,,,,,,,,,,
6528,"Der Habersack (37), S.126",,1.628471894,0.635897436,0.269230769,-1,0.785714286,0,0,0,0,-0.264102564,0.73750868,0.464223288,,,,,,,,,,,,,,
6529,"Der Bauer ins Holz (38), S. 127f",,1.119265106,0.603030303,0.227272727,-1,0.333333333,0.142857143,-0.02173913,-0.043478261,0,-0.207575758,0.86169896,0.223865788,,,,,,,,,,,,,,
6530,"Zur Unzeit (39), S. 128f",,-0.464232313,0.444444444,-0.166666667,-1,-0.5,0,0,0,0,-0.227777778,0.73378356,0.251984127,,,,,,,,,,,,,,
6531,"Klberkauf (40), S. 130",,0.374378162,0.578125,0.1875,-1,-0.125,0.096774194,0,0,0,-0.352083333,0.641006909,0.348055393,,,,,,,,,,,,,,
6532,"Die schne Mllerin (41a),",,0.184679632,0.361764706,-0.176470588,-1,0.07,0,0,-0.015873016,-0.176470588,-0.111764706,0.84174385,0.391749974,,,,,,,,,,,,,,
6533,"Die schne Mllerin (41a),",,0.066415937,0.181746032,-0.619047619,-1,-0.163636364,0,0,0,0,-0.165873016,0.939780075,0.893446829,,,,,,,,,,,,,,
6534,"Die Mllerin (41b), S. 134",,1.005803823,0.455128205,0.115384615,-1,0.625,0,0,0,0,-0.119230769,0.714655337,0.214866434,,,,,,,,,,,,,,
6535,"Bei der Nacht (42a), S. 135",,1.509675028,0.555882353,0.294117647,-1,0.336538462,0.090909091,0,0,-0.176470588,-0.158823529,0.904988985,0.662532608,,,,,,,,,,,,,,
6536,"Nchtliches Abenteuer (42d), S. 138",,0.569912627,0.387222222,-0.1,-1,0.6,0.034482759,0,-0.017857143,0,-0.252222222,0.70879044,0.209496571,,,,,,,,,,,,,,
6537,"Bei der Nacht (42e), S. 140",,1.249361664,0.681318681,0.384615385,-1,0.466666667,0.02,0,-0.018181818,-0.153846154,-0.336263736,0.762684292,0.442368347,,,,,,,,,,,,,,
6538,"Ganz heimelich (43), S. 142",,1.218402365,0.635714286,0.285714286,-1,0.5,0.037037037,-0.023809524,0,0,-0.096428571,0.623593169,0.256581683,,,,,,,,,,,,,,
6539,"Des Mllers Tchterlein (44), S. 143",,1.733424413,0.561011905,0.3125,-1,0.384615385,0.133333333,0,0,0,-0.083333333,0.746451281,0.678845843,,,,,,,,,,,,,,
6540,"Der bon vivant (45a), S. 145",,0.694652918,0.624338624,0.166666667,-1,0.25,0,0,0,0,-0.220899471,0.712181506,0.162365591,,,,,,,,,,,,,,
6541,"Der bon vivant (45b), S. 146",,0.456483124,0.564814815,0.055555556,-1,0.25,0,0,0,0,-0.205555556,0.639645517,0.152022792,,,,,,,,,,,,,,
6542,"Die Beichte (46), S. 147",,1.041018918,0.596491228,0.078947368,-1,0.333333333,0.054054054,-0.048387097,0,0,-0.157894737,0.90416457,0.280310197,,,,,,,,,,,,,,
6543,"Der Wasserkrug (47a), S. 179",,0.666679977,0.678787879,0.227272727,-1,0.25,0.023809524,-0.027777778,0,0,-0.259090909,0.591860353,0.181818182,,,,,,,,,,,,,,
6544,"Der gebrochene Krug (47b), S.151",,0.439721874,0.560606061,-0.136363636,-1,0.205882353,0.166666667,0,0,0,-0.227272727,0.625665342,0.244537815,,,,,,,,,,,,,,
6545,"Hans Wolf und die Gans (48a), S. 153",,0.420701218,0.537878788,0,-1,0.454545455,0.071428571,0,-0.020408163,0,-0.374242424,0.541991469,0.209507523,,,,,,,,,,,,,,
6546,"Der Wolf und die Gans (48b), S.155",,1.316348609,0.687012987,0.363636364,-1,0.4,0.166666667,0,0,0,-0.4004329,0.79753462,0.301930872,,,,,,,,,,,,,,
6547,"Die Vogelhochzeit (49), S.156",,1.243228333,0.629761905,0,-1,0.333333333,0,0,0,0,-0.203571429,0.86382602,0.619878503,,,,,,,,,,,,,,
6548,"Das Mdchen und der Lorbeerbaum (50), S. 158",,0.760780863,0.673544974,-0.111111111,-1,0.5,0.088235294,0,-0.05,0,-0.109259259,0.607896717,0.161474249,,,,,,,,,,,,,,
6549,"Des Pfalzgrafen Tchterlein (51a),",,-0.039856526,0.385416667,0,-1,-0.6,0.133333333,0,0,0,-0.25,0.726494071,0.564899403,,,,,,,,,,,,,,
6550,Des Pfalzgrafen Tchterlein (51a),,1.105391308,0.489583333,0.25,-1,0.125,0.133333333,0,0,0,-0.25,0.818073173,0.539401468,,,,,,,,,,,,,,
6551,"Des Pfalzgrafen Tchterlein (51a),",,-0.286203107,0.353703704,-0.444444444,-1,-0.125,0,0,-0.057142857,0,-0.155555556,0.895847996,0.24638805,,,,,,,,,,,,,,
6552,"Des Pfalzgrafen Tchterlein (51b), S. 161",,1.091960044,0.607142857,0.285714286,-1,0.357142857,0.076923077,-0.043478261,0,0,-0.19047619,0.817173236,0.181818182,,,,,,,,,,,,,,
6553,"Des Pfalzgrafen Tchterlein, (51c), S. 162",,-0.151845273,0.298148148,-0.333333333,-1,-0.05,0.058823529,0,0,0,-0.188888889,0.953445378,0.109959893,,,,,,,,,,,,,,
6554,"Des Soldaten Heimkehr (52), S.166",,0.500398643,0.591666667,0.083333333,-1,0.1,0,0,-0.058823529,0,-0.268055556,0.704262068,0.34801566,,,,,,,,,,,,,,
6555,"Der Reiter und sein Liebchen (53a), S. 167",,1.337561967,0.599019608,0.235294118,-1,0.409090909,0,0,0,0,-0.078431373,0.850599619,0.321989086,,,,,,,,,,,,,,
6556,"Der Reiter und sein Liebchen (53a), S. 167",,1.099251762,0.602941176,0.294117647,-1,0.390625,0,0,0,0,-0.087254902,0.589422407,0.309400434,,,,,,,,,,,,,,
6557,"Der Reiter und sein Liebchen (53b), S. 168",,1.114933953,0.58974359,0.076923077,-1,0.296296296,0.02,0,0,0,-0.057692308,0.86945845,0.320204847,,,,,,,,,,,,,,
6558,"Der Reiter und sein Liebchen (53d), S. 171",,3.96365487,0.706410256,0.615384615,1,0.52173913,0.06,0,0,0,-0.223076923,0.75377004,0.529427751,,,,,,,,,,,,,,
6559,"Anna im Grabe (54a), S. 172",,-0.38294934,0.338888889,-0.166666667,-1,0,0.029411765,-0.028571429,0,-0.222222222,-0.1,0.60895226,0.157258065,,,,,,,,,,,,,,
6560,"Anna im Grabe (54b), S. 173",,0.295786996,0.555555556,-0.111111111,-1,0.204545455,0.088235294,-0.028571429,0,0,-0.090740741,0.520615908,0.157258065,,,,,,,,,,,,,,
6561,"Anna im Grabe (54c), S. 174f",,0.13136427,0.57037037,0.055555556,-1,0.166666667,0.088235294,-0.027777778,-0.027777778,-0.222222222,-0.153703704,0.498305743,0.183712121,,,,,,,,,,,,,,
6562,"Anna im Grabe (54d), S. 176",,0.532936508,0.5,0.2,-1,0.2,0.111111111,0,0,-0.2,0,0.517063492,0.204761905,,,,,,,,,,,,,,
6563,"Die Erscheinung in der Brautnacht (55a), S. 176",,1.37099101,0.705128205,-0.038461538,-1,0.131578947,0.08,-0.040540541,0,0,-0.076923077,0.968524237,0.641684777,,,,,,,,,,,,,,
6564,"Erscheinung in der Brautnacht (55a), S. 176",,1.064025792,0.713369963,0.038461538,-1,0.175,0.08,-0.054794521,0,0,-0.098901099,0.956553507,0.254336403,,,,,,,,,,,,,,
6565,"Der Spaziergang um Mitternacht (56), S. 179",,-0.233468321,0.486363636,-0.363636364,-1,-0.192307692,0.047619048,-0.022727273,-0.022727273,0,-0.018181818,0.662250264,0.18987915,,,,,,,,,,,,,,
6566,"Die Erscheinung auf dem Kirchhof (57),",,0.274982085,0.461038961,-0.136363636,-1,-0.095238095,0.047619048,-0.037037037,0,0,-0.13030303,0.889640402,0.275625473,,,,,,,,,,,,,,
6567,"Die Erscheinung auf dem Kirchhof (57),",,0.504619115,0.459047619,0,-1,0.027777778,0,0,0,0,-0.085714286,0.810872345,0.292635659,,,,,,,,,,,,,,
6568,"Stimme der Mutter aus dem Grabe (58), S. 183",,-0.173592165,0.327777778,-0.166666667,-1,0.145833333,0,0,0,0,-0.238888889,0.500816667,0.257535613,,,,,,,,,,,,,,
6569,"Die unbarmherzige Schwester (59), S. 184",,0.708410771,0.51959707,0.192307692,-1,0.25,0,0,0,0,-0.077655678,0.623727561,0.200434126,,,,,,,,,,,,,,
6570,"Die treulose Braut (60), S. 186",,-0.08638776,0.4625,-0.35,-1,0.027777778,0.078947368,-0.021276596,0,0,-0.1725,0.671197516,0.216966173,,,,,,,,,,,,,,
6571,"Drei Schwestern vor der Himmelstr (61a), S. 187f",,0.912292101,0.625925926,0.111111111,-1,0.333333333,0,0,-0.05,0,-0.227777778,0.850467993,0.269231516,,,,,,,,,,,,,,
6572,"Drei Schwestern vor der Himmelstr (61b), S. 189",,0.246311086,0.398148148,-0.166666667,-1,0.035714286,0.058823529,-0.029411765,-0.029411765,0,-0.144444444,0.757679155,0.365880608,,,,,,,,,,,,,,
6573,"Nachtigall als Botin (62), S. 191",,-0.529579937,0.25,-0.357142857,-1,-0.058823529,0,0,0,0,-0.204761905,0.676779884,0.164368471,,,,,,,,,,,,,,
6574,"Waldvgelein (63a), S. 192",,1.349359036,0.612820513,0.115384615,-1,0.214285714,0.02,-0.036363636,0,0,-0.125641026,0.968310709,0.580562146,,,,,,,,,,,,,,
6575,"Waldvgelein (63b), S. 194",,-0.056850992,0.489393939,-0.136363636,-1,-0.3125,0.047619048,-0.020833333,0,0,-0.157575758,0.837067285,0.196341463,,,,,,,,,,,,,,
6576,"Treubruch (64a), S. 195",,1.035359302,0.623333333,0.166666667,-1,0.388888889,0,-0.016949153,0,0,-0.265555556,0.703192416,0.435782705,,,,,,,,,,,,,,
6577,"Die schnste Grtnerin (65a), S. 197",,1.486687857,0.53968254,0.444444444,-1,0.3,0.323529412,-0.037037037,-0.018518519,0,-0.140873016,0.720951956,0.354508077,,,,,,,,,,,,,,
6578,"Die geladene Grtnerin (65b), S. 198",,1.760738412,0.589583333,0.25,-1,0.442857143,0.080645161,-0.040540541,-0.040540541,0,-0.115625,0.928755477,0.665603379,,,,,,,,,,,,,,
6579,"Heimliche Liebe (66), S.199",,0.002001742,0.338541667,-0.125,-1,-0.066666667,0.032258065,0,0,0,-0.161458333,0.858801436,0.125525574,,,,,,,,,,,,,,
6580,"Plauderei an der Linde (67), S. 200",,1.129958628,0.7,0.033333333,-1,0.315789474,0.068965517,0,0,0,-0.088888889,0.836949807,0.263809386,,,,,,,,,,,,,,
6581,"Allerlei Wnsche (68), S. 201",,1.666820366,0.666666667,0.25,-1,0.454545455,0.363636364,0,0,0,-0.180555556,0.688045832,0.424481605,,,,,,,,,,,,,,
6582,"Freiheit mein Vergngen (70), S. 204",,0.60107443,0.492424242,0.090909091,-1,0.259259259,0.047619048,-0.081632653,0,0,-0.322727273,0.777371285,0.337851431,,,,,,,,,,,,,,
6583,"Versptung (71), S. 205",,-0.128916613,0.345833333,-0.1875,-1,-0.2,0.133333333,0,0,0,-0.322916667,0.851319042,0.251014345,,,,,,,,,,,,,,
6584,"Vor Liebchens Tr (72a), S. 206,",,0.987139857,0.568181818,-0.045454545,-1,0.378787879,0,0,0,0,-0.022727273,0.795893112,0.312458866,,,,,,,,,,,,,,
6585,"Vor Liebchens Tr (72a), S.2o6,",,1.228852608,0.65625,0.125,-1,0.428571429,0.048387097,0,0,0,-0.104166667,0.742088221,0.332722529,,,,,,,,,,,,,,
6586,"Im Rosengarten (73), S. 209",,1.429167079,0.66025641,0.269230769,-1,0.365384615,0.1,0,0,0,-0.076923077,0.831853282,0.279365079,,,,,,,,,,,,,,
6587,"Nur vorsichtig (74), S. 210",,-0.016872437,0.326923077,-0.192307692,-1,0.056818182,0.02,-0.042553191,0,0,-0.261538462,0.855836073,0.219949577,,,,,,,,,,,,,,
6588,"Abgelehnte Teilnahme (75), S. 211",,1.247382418,0.670512821,0.384615385,-1,0.538461538,0.1,0,-0.087719298,0,-0.220512821,0.665624623,0.196400169,,,,,,,,,,,,,,
6589,"Der lustige Sptter (76), S. 212f",,-0.168595736,0.240196078,-0.264705882,-1,-0.227272727,0,0,0,0,-0.18627451,0.895442973,0.374018332,,,,,,,,,,,,,,
6590,"Werbung (77), S.214",,1.150384157,0.636363636,0.227272727,-1,0.1,0.047619048,-0.058823529,0,0,-0.318181818,0.972643678,0.543490416,,,,,,,,,,,,,,
6591,"Eng ongeheiesch Freiesch (78a), S. 215",,0.15508198,0.516017316,-0.136363636,-1,-0.2,0.166666667,-0.019607843,-0.078431373,0,-0.251948052,0.817977282,0.340771619,,,,,,,,,,,,,,
6592,"Eng tirgeiesch Freiesch (78b), S. 216",,1.196698292,0.55026455,-0.111111111,-1,0.7,0.147058824,0,-0.078947368,0,-0.142857143,0.850848366,0.281442175,,,,,,,,,,,,,,
6593,"D'Meedche vu Gtzen (79), S.217",,0.995847557,0.606227106,0.230769231,-1,0.03125,0,-0.02,0,0,-0.221611722,0.916791294,0.452421648,,,,,,,,,,,,,,
6594,"Die vergebliche Warnung (80a), S. 218,",,1.229906521,0.595833333,0.0625,-1,0.75,0.133333333,0,-0.064516129,0,-0.15625,0.67877942,0.230226564,,,,,,,,,,,,,,
6595,"Vergebliche Warnung (80a), S. 218",,1.043333263,0.598039216,0.088235294,-1,0.285714286,0,0,0,0,-0.25,0.871725338,0.449619129,,,,,,,,,,,,,,
6596,"Vergebliche Warnung (80b), S. 219",,-0.17395591,0.22962963,0,-1,-0.428571429,0.058823529,0,0,0,-0.044444444,0.83632365,0.174283154,,,,,,,,,,,,,,
6597,"Vergebliche Warnung (80c), S. 220",,-0.24481204,0.257407407,-0.5,-1,0.454545455,0,-0.03125,-0.0625,0,-0.127777778,0.542540654,0.222222222,,,,,,,,,,,,,,
6598,"Falscher Sinn (81a), S. 221",,1.214933757,0.714814815,0.388888889,-1,0.452380952,0.058823529,0,0,0,-0.237037037,0.537308768,0.299753841,,,,,,,,,,,,,,
6599,"Falscher Sinn (81a), S. 221",,0.370177529,0.477857143,-0.05,-1,0.175,0.052631579,0,0,0,-0.132142857,0.673842886,0.172988778,,,,,,,,,,,,,,
6600,"Falscher Sinn (81a), S. 221",,0.222706262,0.519761905,-0.05,-1,0.1,0.052631579,0,0,0,-0.127142857,0.603654301,0.123801334,,,,,,,,,,,,,,
6601,"Falscher Sinn (81b), S. 222f",,0.062116902,0.466666667,0,-1,0.076923077,0.052631579,0,0,-0.1,-0.165,0.566435856,0.164459723,,,,,,,,,,,,,,
6602,"Schn ist die Jugend (82), S.224",,0.796263776,0.44973545,-0.027777778,-1,0.111111111,0.085714286,-0.041666667,0,0,-0.137037037,0.847826532,0.508357879,,,,,,,,,,,,,,
6603,"Schnstes Rschen (83), S. 225",,0.321503113,0.486363636,0.181818182,-1,-0.071428571,0.142857143,0,0,0,-0.154545455,0.673938178,0.0625,,,,,,,,,,,,,,
6604,"Liebe mit Trnen (84), S. 227",,0.94264307,0.6,0.1,-1,0.382352941,0.012820513,0,-0.023255814,0,-0.158333333,0.848559438,0.180499325,,,,,,,,,,,,,,
6605,"Treue Liebe (85), S. 228",,-0.09938977,0.333333333,-0.25,-1,-0.222222222,0,-0.090909091,0,0,0,0.923195734,0.207212476,,,,,,,,,,,,,,
6606,"Treue Liebe (85), S. 229",,0.266483879,0.333333333,0,-1,-0.055555556,0,-0.045454545,0,0,-0.041666667,0.923195734,0.152631579,,,,,,,,,,,,,,
6607,"Ich mag dich nicht (86), S. 230",,1.166505013,0.634615385,0.192307692,-1,0.358974359,0.08,-0.02,0,0,-0.243589744,0.916791294,0.247406027,,,,,,,,,,,,,,
6608,"Liebesschmerz (87), S. 231",,-0.321926566,0.292156863,-0.205882353,-1,-0.125,0.03030303,0,0,0,-0.155882353,0.766906548,0.075471698,,,,,,,,,,,,,,
6609,"Lieben, das bringt Freud (88), S. 232",,1.171103707,0.683333333,0.25,-1,0.464285714,0.086956522,0,-0.02,0,-0.219444444,0.702219548,0.223753034,,,,,,,,,,,,,,
6610,"Der falsche Bursche (89), S. 233",,0.006739078,0.165686275,-0.323529412,-1,-0.25,0,-0.028169014,-0.014084507,-0.058823529,-0.105882353,0.908003682,0.713537937,,,,,,,,,,,,,,
6611,"Treue Freundschaft (90), S. 235",,-1.486929999,0.254761905,-0.833333333,-1,-0.529411765,0,-0.023255814,0,0,-0.078835979,0.617881829,0.105263158,,,,,,,,,,,,,,
6612,"Die Freudenlose (91a), S. 236",,-0.269113063,0.306878307,-0.222222222,-1,0.05,0,0,0,0,-0.126984127,0.560559008,0.162655971,,,,,,,,,,,,,,
6613,"Das erwhlte Schtzchen (92), S.238",,1.374071151,0.635714286,0.214285714,-1,0.4,0.111111111,0,0,0,-0.035714286,0.72916213,0.319512195,,,,,,,,,,,,,,
6614,"Abtrumpfen zwischen Burschen und Mdchen (93a), S. 239",,0.93815963,0.603846154,0.038461538,-1,0.423076923,0.14,-0.068181818,0,0,-0.162820513,0.739456315,0.22432103,,,,,,,,,,,,,,
6615,"Abtrumpfen zwischen Burschen und Mdchen (93a), S. 239",,0.926465712,0.576190476,0.107142857,-1,0.362068966,0.12962963,-0.063829787,0,0,-0.169047619,0.781473846,0.202837344,,,,,,,,,,,,,,
6616,"Abtrumpfen zwischen Burschen und Mdchen (93a), S. 239",,0.889768722,0.6,-0.038461538,-1,0.386363636,0.08,-0.041666667,0,0,-0.132051282,0.803920371,0.231664201,,,,,,,,,,,,,,
6617,"Jeder fr sich (94), S. 241",,1.094063702,0.648717949,0.230769231,-1,0.4,0.1,-0.075,0,0,-0.188461538,0.762089319,0.215948742,,,,,,,,,,,,,,
6618,"Flatterhaft (95a), S. 242",,-0.465214596,0.37037037,-0.111111111,-1,0,0,0,0,0,-0.212962963,0.393251013,0.095238095,,,,,,,,,,,,,,
6619,"Flatterhaft (95b), S. 243",,-0.126972641,0.325925926,-0.111111111,-1,-0.117647059,0,0,-0.035714286,0,-0.164814815,0.754722036,0.221666667,,,,,,,,,,,,,,
6620,"Lieb und Leid (96a), S. 244",,0.847094131,0.537179487,0.076923077,-1,0.083333333,0.04,-0.041666667,-0.0625,0,-0.05,0.9276269,0.336198,,,,,,,,,,,,,,
6621,"Lebe wohl, vergiá mein nicht (97a), S. 246",,1.310546069,0.598958333,0.125,-1,0.45,0.032258065,0,0,0,-0.083333333,0.859763833,0.327899172,,,,,,,,,,,,,,
6622,"Drohende Bitte (98), S. 247f",,1.874014152,0.45970696,-0.192307692,-1,1,0,0,-0.071428571,0,-0.043956044,0.846877762,0.875121738,,,,,,,,,,,,,,
6623,"Der Abschiedskuá (99), S. 249",,1.312704698,0.701388889,0.333333333,-1,0.5,0.043478261,0,0,0,-0.319444444,0.74829422,0.305654439,,,,,,,,,,,,,,
6624,"Ist denn Liebe ein Verbrechen (100), S. 249",,1.218955097,0.484210526,0.210526316,-1,0.214285714,0.067567568,0,0,0,-0.110526316,0.907061362,0.445829927,,,,,,,,,,,,,,
6625,"Ist denn Lieben ein Verbrechen (100), S. 250",,-0.18407225,0.366666667,-0.222222222,-1,0,0,0,0,0,-0.188888889,0.791406678,0.068965517,,,,,,,,,,,,,,
6626,"Maá und Ziel (101a), S. 251",,0.181074786,0.508441558,-0.181818182,-1,-0.052631579,0.071428571,-0.019230769,0,0,-0.258658009,0.81640764,0.297135555,,,,,,,,,,,,,,
6627,"Leichter Trost (102), S. 253",,0.111251413,0.305128205,-0.269230769,-1,0.088235294,0.04,-0.038461538,-0.019230769,-0.153846154,-0.196153846,0.805088763,0.549722227,,,,,,,,,,,,,,
6628,"Feierabend (103), S. 255",,-0.3453957,0.3,-0.222222222,-1,0.166666667,0,-0.03125,0,0,-0.177777778,0.619187634,0,,,,,,,,,,,,,,
6629,"Leichter Abschied (104), S. 255f",,-0.732876925,0.230392157,-0.264705882,-1,-0.239130435,0,-0.026315789,0,0,-0.12745098,0.694334006,0,,,,,,,,,,,,,,
6630,"Abschied im Korbe (105), S. 256f",,-0.106211052,0.218421053,-0.368421053,-1,-0.266666667,0,-0.02739726,0,0,-0.163157895,0.991219096,0.509791673,,,,,,,,,,,,,,
6631,"Trbsinn (106), S. 258",,-0.057678781,0.337179487,-0.153846154,-1,-0.071428571,0,0,-0.017241379,0,-0.148717949,0.886401398,0.109974387,,,,,,,,,,,,,,
6632,"Absage (107a), S.259",,0.841514955,0.461538462,-0.115384615,-1,0.208333333,0.16,-0.042553191,0,0,-0.153846154,1,0.323427121,,,,,,,,,,,,,,
6633,"Absage (107b), S. 260",,0.580535651,0.627777778,-0.055555556,-1,0.363636364,0.029411765,-0.03030303,-0.03030303,0,-0.155555556,0.631426916,0.2,,,,,,,,,,,,,,
6634,"Betrogen (108), S. 262",,0.094049848,0.448148148,0.166666667,-1,-0.166666667,0.029411765,0,-0.03125,0,-0.044444444,0.490325406,0.201858974,,,,,,,,,,,,,,
6635,"Betrogen (109), S. 263",,0.552668145,0.598148148,0.111111111,-1,0.233333333,0.058823529,-0.03125,-0.03125,0,-0.259259259,0.597149213,0.275862069,,,,,,,,,,,,,,
6636,"Falsch und Treu (110), S. 264",,1.950578247,0.585858586,0.303030303,-1,0.3625,0.015384615,0,0,0,-0.090909091,0.981224277,0.793489556,,,,,,,,,,,,,,
6637,"Zank-Duett (111), S. 265",,0.873179558,0.409722222,-0.083333333,-1,0.25,0.086956522,0,0,0,-0.020833333,1,0.230667481,,,,,,,,,,,,,,
6638,"Wer ? (112), S. 266f",,0.64644452,0.482758621,0.086206897,-1,0.03030303,0.035087719,-0.012820513,0,0,-0.255747126,0.953572751,0.327083141,,,,,,,,,,,,,,
6639,"Der falsche Freier (113), S. 267f",,0.693686606,0.675925926,0.055555556,-1,0.125,0,0,0,0,-0.162962963,0.788930535,0.211237553,,,,,,,,,,,,,,
6640,"Die Gefangene (114a), S. 269",,0.014462078,0.375,-0.083333333,-1,-0.0625,0,0,0,0,-0.1875,0.872795411,0.1,,,,,,,,,,,,,,
6641,"Die Gefangene (114d), S. 271",,0.834831067,0.491025641,0.115384615,-1,0.0625,0,0,0,0,-0.101282051,0.652779681,0.614423181,,,,,,,,,,,,,,
6642,"Geschwind zum Doktor (115), S. 272",,0.48505287,0.44047619,0,-1,0.09375,0,0,0,0,-0.107142857,0.689596384,0.368373153,,,,,,,,,,,,,,
6643,"Drei Lilien (116), S. 273",,0.726405018,0.511607143,-0.03125,-1,0.1625,0.096774194,-0.033898305,-0.033898305,-0.125,-0.145535714,0.763745972,0.561360034,,,,,,,,,,,,,,
6644,"Frhling (117a), S. 275",,1.436757687,0.736111111,0.333333333,-1,0.5,0.090909091,0,0,0,-0.111111111,0.659798535,0.227716728,,,,,,,,,,,,,,
6645,"Frhjahr (117b), S. 282",,0.617099567,0.395238095,-0.142857143,-1,0.5,0,0,0,0,-0.226190476,1,0.090909091,,,,,,,,,,,,,,
6646,"Herzallerliebstes Schtzel (118), S. 276",,1.315963954,0.675,0.2,-1,0.558823529,0,-0.017857143,0,0,-0.133333333,0.899452334,0.133878567,,,,,,,,,,,,,,
6647,"Adelgunde (119), S. 278",,0.142389594,0.605687831,-0.055555556,-1,0.033333333,0,0,-0.023255814,0,-0.318783069,0.649165809,0.25179706,,,,,,,,,,,,,,
6648,"Wenn ich hungrig und traurig bin (120), S. 278",,0.050977254,0.395833333,0.125,-1,-0.5,0.033333333,-0.034482759,0,0,-0.072916667,0.842722833,0.261487179,,,,,,,,,,,,,,
6649,"Le dsappointement (121), S. 279f",,1.504054115,0.583333333,0.192307692,-1,0.625,0,0,0,0,-0.108974359,0.984345479,0.228041969,,,,,,,,,,,,,,
6650,"Pourquoi faut-il qu'une personne chante? ((122), S. 281",,0.563628348,0.525974026,-0.136363636,-1,0.423076923,0.023809524,-0.017241379,-0.051724138,0,-0.187878788,0.790536903,0.193438914,,,,,,,,,,,,,,
6651,"Auf ewig getreu (123), S. 282",,1.591192522,0.685897436,0.346153846,-1,0.457142857,0.12,-0.055555556,0,-0.153846154,-0.234615385,0.861099536,0.564915941,,,,,,,,,,,,,,
6652,"Entschwundenes Glck (124), 1. Melodie, S.284",,0.252119116,0.472222222,0.111111111,-1,-0.1875,0.117647059,0,0,0,-0.096296296,0.672897983,0.162037037,,,,,,,,,,,,,,
6653,"Entschwundenes Glck (124), 2. Melodie S.284",,0.38362407,0.527777778,0.111111111,-1,-0.133333333,0.117647059,0,0,0,-0.096296296,0.705568327,0.151149425,,,,,,,,,,,,,,
6654,"Keine Freude mehr (125), S. 285",,1.46046276,0.504761905,0.038461538,-1,0.4375,0.06,-0.014925373,-0.059701493,0,-0.084249084,0.977470558,0.601144709,,,,,,,,,,,,,,
6655,"Verzweiflung (126a), S. 286",,0.858985791,0.642328042,0.166666667,-1,0.136363636,0.058823529,-0.083333333,0,0,-0.14484127,0.715585402,0.367393117,,,,,,,,,,,,,,
6656,"Verzweiflung (126a), S. 286",,0.822991827,0.577513228,0.166666667,-1,0.107142857,0.058823529,-0.088888889,0,0,-0.130952381,0.746530903,0.386155913,,,,,,,,,,,,,,
6657,"Verzweiflung, 3. Melodie, (126a), S. 286",,1.165094582,0.65026455,0.277777778,-1,0.208333333,0.058823529,-0.085106383,0,0,-0.150793651,0.814889032,0.390906394,,,,,,,,,,,,,,
